Links,Name,SKU,MPN,UPC,Price,Stock,Description,Additional Details,Path,Image URL
https://marineengineparts.com/mercury-marine-27-8m2004606-gasket,Mercury Marine 27-8M2004606 Gasket,MER278M2004606,8M2004606,745061817487,$196.79,2,"Mercury Marine 27-8M2004606 Gasket.

**FOR NEWER CATALYTIC ENGINE APPLICATIONS ONLY**

Closed cooling (FWC, fresh Water Cooled) catalytic exhaust elbow to manifold gasket fits 350, 377 MAG MPI, 4.5L, 5.0L, 6.2L MPI, MIE 300, 350, Inboard and Sterndrive engines.

Features:

Closed Cooling (FWC fresh water cooled) Applications","
        

                
                    Brand
                    Mercury Marine
                

                
                    Cross Reference / Specs
                    USE WITH:
8M0103773 - Manifold Assembly Exhaust
8M0103774 - Manifold Assembly Exhaust
8M0104214 - Manifold Assembly Exhaust
8M0104216 - Manifold Assembly Exhaust
8M0154270 - Riser Kit No Rise
8M0154271 - Riser Kit No Rise
8M0153670 - Riser Kit 2"" Rise
8M0153671 - Riser Kit 4"" Rise
8M0153486 - Riser Kit 6"" Rise
                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Stern Drive Engine  MerCruiser  Exhaust Manifolds & Risers  Mercury Marine 27-8M2004606 Gasket,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/23068/16006594/MER278M2004606__68010.1743110312.jpg?c=1
https://marineengineparts.com/mercury-marine-32-90494-hose,Mercury Marine 32-90494 Hose,MER3290494,90494,745061207936,$177.49,2,"Mercury Marine 32-90494 Hose.

Fits Fits Mercury Marine Power Steering Cylinder for ALPHA and BRAVO 1995 and older.

Features:

Hose Diameter: 3/8"" (9.5MM)


Hose Length: 59"" (1498.6MM)


Hose Fittings: (1) 90° 3/8"" Threaded Flare & (1) 90° 1/4"" Threaded Flare","
        

                
                    Brand
                    Mercury Marine
                

                
                    Cross Reference / Specs
                    MERCURY MARINE
904941
1727121
92943

                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Stern Drive Engine  MerCruiser  Power Steering  Mercury Marine 32-90494 Hose,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/23079/16006719/MER3290494__73610.1743110625.jpg?c=1
https://marineengineparts.com/mercury-marine-10-43749-screw,Mercury Marine 10-43749 Screw,MER1043749,43749,745061151116,$8.49,46,"Mercruiser 10-43749 Riser mounting bolt. Standard Riser Mounting Bolt (3/8-16 x 5-3/4""-long) for Mercruiser Magnum 4"" Exhaust Riser (part # 807988A2).


Note: if using Remote Mount Oil Filter Bracket # 814420A5 order Qty of (2) # 1044387 Bolts (6-3/4""-long) and qty (2) 1043749 Bolts (5-3/4""-long).
","
        

                
                    Brand
                    Mercury Marine
                

                
                    Cross Reference / Specs
                    18-8505  MC-20-44354P

                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Stern Drive Engine  MerCruiser  Exhaust Manifolds & Risers  Mercury Marine 10-43749 Screw,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/22947/16005964/MER1043749__58963.1743107888.jpg?c=1
https://marineengineparts.com/alto-da107-drive-plate-14,"ALTO DA107 Drive Plate 14""",ALTDA107,DA-107,12345681253,$177.99,2,"ALTO DA107 Flywheel Drive Plates are the attaching and cushioning mechanisms between your inboard engines flywheel and the transmission. ALTDA107 Drive Plate is a full circle Drive Plate for 14"" Flywheels on 454 cu.in. (7.4-Liter) engines up to 350-HP. (also use on Chrysler 440 cu.in. engines). Fits the standard 26 spline transmission. Replaces Velvet Drive OEM 1004-650-007 or AS7-K2C.

","
        

                
                    Brand
                    Alto Marine Products
                

                
                    Cross Reference / Specs
                     97334  1004-650-007 AS7-K2C

                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ","Home  Engine & Drive Parts  Gas Inboard Engine  MerCruiser  Inboard Drive  ALTO DA107 Drive Plate 14""",https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/19583/16012923/ALTDA107__42324.1743127607.jpg?c=1
https://marineengineparts.com/mercury-marine-11-859116-nut,Mercury Marine 11-859116 Nut,MER11859116,859116,745061076716,$4.89,8,"Mercruiser 11-859116 Stainless Steel 7/16""-20 Outdrive Mounting Nylon Lock Nut.

Six are required when replacing all mounting nuts.

Replaces Mercury 11-34933, 11-134391, Standard Fasteners 51012, Sterndrive Engineering 98-102-12","
        

                
                    Brand
                    Mercury Marine
                

                
                    Cross Reference / Specs
                    11-134391 11-134391  21170  9-72004  9-72004-10  11-29241  11-24648  
11-21298  11-22178  11-82671015  11-33962  11-34933  11-95702  11-46355
11-859116  18-3721  


                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Stern Drive Engine  MerCruiser  Trim & Tilt  Mercury Marine 11-859116 Nut,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/22999/16006061/MER11859116__40356.1743108025.jpg?c=1
https://marineengineparts.com/mercury-marine-8m0180871-plate-wear,Mercury Marine 8M0180871 Plate-Wear,MER8M0180871,8M0180871,745061861695,$10.19,2,"Mercury Marine 8M0180871 Plate-Wear.

Sea water pump impeller wear plate fits 350, 357, 377 MPI HORIZON MIE, 383 MAG Stroker, 4.3, 5.0, 5.7, 6.2, and 8.2L MPI HORIZON MIE engines.

Note: Used on the 46-8M0137216 Sea Water pump with NO air fittings","
        

                
                    Brand
                    Mercury Marine
                

                
                    Cross Reference / Specs
                    MERCURY MARINE
8M2014176
USE WITH:
46-8M0137216 - Sea Water Pump w/ NO Air Fittings
47-8M0104229 - Impeller Kit
                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Exhaust & Cooling  Water Pumps & Service Kits  Stern Drive & Inboard Impellers & Kits  MerCruiser  Mercury Marine 8M0180871 Plate-Wear,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/27570/16007260/MER8M0180871__69764.1743112613.jpg?c=1
https://marineengineparts.com/yamaha-97095-10045-00-bolt,Yamaha 97095-10045-00 Bolt,YAM97095-10045-00,97095-10045-00,970951004500,$10.29,12,"Yamaha 97095-10045-00 Lower Casing & Bracket Bolt.

Fits Models: 115, 130, 150, 175, 200, 225, 60, 70, 90, B115, B90, C115, C150, C40, C60, C70, C80, C90, D150, DX150, E60, F150, F175, F200, F225, FL150, L130, LF150, LF200, LF225, LF250, LX150, LX200, LX225, LX250, LZ150, LZ200, LZ250, LZ300, P150, P75, P200, P60, P75, PX150, S115, S130, S150, S175, S200, SX150, SX200, SX225, S250, V150, V175, V200, V225, VF150, VF200, VF250, VX150, VX200, VX225, VX250, VZ150, VZ175, VZ200, VZ225, VZ250, VZ300, Z150, Z175, Z200, Z250, Z300","
        

                
                    Brand
                    Yamaha Marine
                

                
                    Cross Reference / Specs
                    97080-10045-00 97395-10045-00  

                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Outboards  Yamaha  Gearcase  Yamaha 97095-10045-00 Bolt,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/27461/16018943/YAM97095-10045-00__74026.1743137653.jpg?c=1
https://marineengineparts.com/mercury-marine-27-881620001-gasket,Mercury Marine 27-881620001 Gasket,MER27881620001,881620001,745061689527,$36.29,3,"Mercury Marine 27-881620001 Gasket.

Clyinder head to coolant crossover gasket Fits MCM 496 Mag & HO, MIE 8.1S & HO engines.","
        

                
                    Brand
                    Mercury Marine
                

                
                    Cross Reference / Specs
                    MARINE POWER
286143
MERCURY MARINE
27-881620

                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Stern Drive Engine  MerCruiser  Gaskets  Mercury Marine 27-881620001 Gasket,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/23057/16006558/MER27881620001__13444.1743110260.jpg?c=1
https://marineengineparts.com/mercury-marine-16-863853-stud,Mercury Marine 16-863853 Stud,MER16863853,863853,745061527652,$4.49,2,"Mercury Marine 16-863853 Stud.

Fits multiple applications on 350, 377, 383 MAG MPI, & 4.3, 5.0, 5.7, 6.2L carb & MPI engines.

FEatures:

Length: 3"" (76.2mm)


Thread: .375-16","
        

                
                    Brand
                    Mercury Marine
                

                
                    Cross Reference / Specs
                    
                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Stern Drive Engine  MerCruiser  Engine Block Parts  Mercury Marine 16-863853 Stud,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/23002/16006185/MER16863853__00409.1743108582.jpg?c=1
https://marineengineparts.com/mercury-marine-10-34510-bolt,Mercury Marine 10-34510 Bolt,MER1034510,34510,745061137332,$17.59,5,"Mercury Marine 10-34510 Bolt.

Fits 110, 120, 140, 160, 165, 200, 2.5L, 3.0L engines. Cylinder head to block bolt.

Features:

Bolt Length: 4""


Diameter:1/2""


Diameter-Thread Size:1/2""-13


Thread Size:13


Thread Type:Partial


ThreadType:Hex Cap


ScrewWrench Size:3/4""","
        

                
                    Brand
                    Mercury Marine
                

                
                    Cross Reference / Specs
                    MERCURY MARINE
FI1100609
VOLVO PENTA
3857900

                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Stern Drive Engine  MerCruiser  Engine Block Parts  Mercury Marine 10-34510 Bolt,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/22957/16005956/MER1034510__45138.1743107872.jpg?c=1
https://marineengineparts.com/yanmar-119593-35400-filter-oil,Yanmar 119593-35400 Filter Oil,YAN119593-35400,119593-35400-12,12345681238,$29.49,35,"Yanmar 119593-35400 Diesel Engine Spin On Oil Filter.

Fits Models 6LY2A-ST(E)(P), 6LY3-UTP/STP/ETP","
        

                
                    Brand
                    Yanmar
                

                
                    Cross Reference / Specs
                    
                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Diesel Inboard Engine  Yanmar  Filters  Yanmar 119593-35400 Filter Oil,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/27493/16018995/YAN119593-35400__54934.1743137723.jpg?c=1
https://marineengineparts.com/mercury-marine-862704a4-tube-dipstick,Mercury Marine 862704A4 Tube-Dipstick,MER862704A4,862704A4,745061452190,$119.99,1,"Mercury Marine 862704A4 Tube-Dipstick.

Fits Mercruiser 5.0L, 5.7L, 6.2L Marine Engines.","
        

                
                    Brand
                    Mercury Marine
                

                
                    Cross Reference / Specs
                    
                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Stern Drive Engine  MerCruiser  Engine Block Parts  Mercury Marine 862704A4 Tube-Dipstick,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/31767/16007112/MER862704A4__52018.1743112405.jpg?c=1
https://marineengineparts.com/jabsco-18590-2092-macerator-pump,Jabsco 18590-2092 Macerator pump,ITT18590-2092,6-185902092,671880564373,$229.99,1,"Jabsco 18590-2090 Macerator Pump. Heavy Duty, Macerator grinds waste (both sanitation and fish box/livewell) into small particles so it easily passes through the pumps 1"" hose barbed discharge port. They are self priming and with a flow rate of 12 GPM, they can empty a typical 30 gallon holding tank in less than 3 minutes. Can be permanently installed on board for easy holding tank evacuation when outside the 3 mile no discharge zone. The macerator has an inlet port with both a 1-1/2"" hose barb for easy attachment to waste hose and 1-1/2"" male pipe thread to screw directly into a holding tank or flange. 12-Volt DC.
","
        

                
                    Brand
                    Jabsco
                

                
                    Cross Reference / Specs
                    ITT18598-1000


                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Plumbing  Pumps  Macerators & Waste Pumps  Jabsco 18590-2092 Macerator pump,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/22508/16005159/ITT18590-2092__65073.1743103979.jpg?c=1
https://marineengineparts.com/mercury-marine-32-866331-hose,Mercury Marine 32-866331 Hose,MER32866331,866331,745061702356,$12.79,,"Mercury Marine 32-866331 Hose.

Drain fitting to distribution housing hose.

Fits 4.3L, 5.0L, 5.7L, 6.2L, 350 MAG MPI, 377 MAG MPI, & 385 MAG engines.

Features:

Length: 8""


Inside Diameter: 1-1/4""


Outer Diameter: 1-5/8""","
        

                
                    Brand
                    Mercury Marine
                

                
                    Cross Reference / Specs
                    MERCURY MARINE
32-807694075
32-80769440


                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Stern Drive Engine  MerCruiser  Cooling  Mercury Marine 32-866331 Hose,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/23065/16006698/MER32866331__05077.1743110591.jpg?c=1
https://marineengineparts.com/racor-ccv55280-fitting,Racor CCV55280 Fitting,RACCCV55280,CCV55280,12345679373,$19.79,1,"Racor CCV55280 Fitting.

1-1/4"" Hose barb fitting for use with CCV4500 crankcase ventilators.

Features:

Straight


Hose Barb: 1-1/4""


Fitting Thread Size: 1-3/16""-12 UN-2B SAE O-Ring","
        

                
                    Brand
                    Racor
                

                
                    Cross Reference / Specs
                    USE WITH:
 CCV4500 crankcase ventilator
                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Racor Air & Crankcase Filters  Crankcase Filters & Assemblies  Racor CCV55280 Fitting,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/24769/16010558/RACCCV55280__33944.1743118752.jpg?c=1
https://marineengineparts.com/sherwood-15948-key,Sherwood 15948 Key,SHR15948,15948-SHW,734943083331,$31.99,3,"Sherwood 15948 Key

Key fits Sherwood pump shafts for pumps P171 and P172 that have 1-3/4"" ports.","
        

                
                    Brand
                    Sherwood | Pentair
                

                
                    Cross Reference / Specs
                    
                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Exhaust & Cooling  Water Pumps & Service Kits  Stern Drive & Inboard Impellers & Kits  Caterpillar  Sherwood 15948 Key,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/25323/16011701/SHR15948__87074.1743120539.jpg?c=1
https://marineengineparts.com/sherwood-12855-gasket,Sherwood 12855 Gasket,SHR12855,12855-SHW,12345681369,$4.79,2,"Sherwood 12855 Gasket

Gasket fits Sherwood pump end covers for the following pumps:

G1, G2, G3, G4, G5, G5-1, G7, G7B, G8, G11, G15, G20, G21-01, G22-01, G26-01, G30-2, G30-2B, G45-1, G45-2, G46, G50, G55-2, G56, G85, G95-1, G151, G155, G903, G908-01, G1009, G1009-01, G9901, G9902, G9903, GC1, GC1-01, GC4, GC5, GC5-01, H10, H85, J70, K75, K75B, K90, L10, L10B, L80, M71 and M71-01.","
        

                
                    Brand
                    Sherwood | Pentair
                

                
                    Cross Reference / Specs
                    
                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Exhaust & Cooling  Water Pumps & Service Kits  Stern Drive & Inboard Impellers & Kits  Chris Craft  Sherwood 12855 Gasket,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/25326/16011697/SHR12855__57941.1743120529.jpg?c=1
https://marineengineparts.com/amp/sierra-marine-18-2296-shim,Sierra Marine 18-2296 Shim,18-2296,18-2296,30999562654,$7.49,3,"Sierra Marine 18-2296 Shim



FEATURES

Size: .055","
        

                
                    Brand
                    Sierra
                

                
                    Cross Reference / Specs
                    MERCURY MARINE
15-45811
15-71013
23-8M0124132

GLM
28380

                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ","Home  Engine & Drive Parts  Outdrives & Transmissions  MerCruiser R/MR, '78-'82  Lower  Sierra Marine 18-2296 Shim",https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/17375/16007831/18-2296__95778.1743113906.jpg?c=1
https://marineengineparts.com/alto-023761-pressure-plate-forward-rear,Alto 023761 Pressure Plate Forward/Rear,ALT23761,23761,12345681319,$38.99,3,"Alto 023761 Pressure Plate Forward/Rear

Fits Velvet Drive Transmissions 5L-67","
        

                
                    Brand
                    Alto Marine Products
                

                
                    Cross Reference / Specs
                    BORGWARNER
5L-67  

                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Outdrives & Transmissions  Inboard Transmission & Drive  Velvet Drive 71C & 72C  Alto 023761 Pressure Plate Forward/Rear,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/29214/16012911/ALT23761__85830.1743127454.jpg?c=1
https://marineengineparts.com/pleasurecraft-marine-r130011a-relay-12v-4rd,PleasureCraft Marine R130011A Relay 12V 4RD,PCMR130011A,R130011A,12345680923,$42.09,2,"PleasureCraft Marine R130011A Relay 12V 4RD.

Fuel pump, Ignition and starter relay fits MP6.0L (s/n 445103 thru present) engines.

Features:

Volt: 12


Amp: 40","
        

                
                    Brand
                    PleasureCraft Marine
                

                
                    Cross Reference / Specs
                    PLEASURECRAFT MARINE
R130011

TE
1432012-9
VF4-65F11-S01

                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Gas Inboard Engine  Crusader  Engine Electrical  PleasureCraft Marine R130011A Relay 12V 4RD,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/27654/16009625/PCMR130011A__11534.1743117094.jpg?c=1
https://marineengineparts.com/sierra-marine-18-3740-cotter-pin,Sierra Marine 18-3740 Cotter Pin,18-3740,18-3740-9,30999316448,$1.09 - $10.90,,"Sierra Marine 18-3740 Cotter Pin



FEATURES

Size: 3/32 x 1"" or 2.4 x 25.4mm","
        

                
                    Brand
                    Sierra
                

                
                    Cross Reference / Specs
                    GLM
22100

JOHNSON/EVINRUDE
302804

MERCRUISER
18-32665
1832665
32665
MER1832665

                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Accessories & Maintenance  Fasteners  Cotter Pins  Sierra Marine 18-3740 Cotter Pin,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/17847/16008591/18-3740__65470.1743115214.jpg?c=1
https://marineengineparts.com/pleasurecraft-marine-r090010-oil-cooler-bracket,Pleasurecraft Marine R090010 Oil Cooler Bracket,PCMR090010,R090010,12345680975,$13.49,3,"Pleasurecraft Marine PCM R090010 Universal Oil Cooler Bracket. Can be used by itself or in combination with another to mount oil and transmission oil coolers to engine. (also can be used to mount standard ignition coils).
","
        

                
                    Brand
                    PleasureCraft Marine
                

                
                    Cross Reference / Specs
                    91466 OSCB-OC  

                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Stern Drive Engine  MerCruiser  Cooling  Pleasurecraft Marine R090010 Oil Cooler Bracket,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/18416/16009627/PCMR090010__93640.1743117097.jpg?c=1
https://marineengineparts.com/mercury-marine-35-8m0157133-filter-fuel,Mercury Marine 35-8M0157133 Filter Fuel,MER358M0157133,8M0157133,745061073975,$22.39,4,"Mercury Marine 35-8M0157133 Filter Fuel.

Fuel Filter (Inline) for Mercury Marine Outboards.

Features:


Fits: 4/5 hp. 2-cycle (1999 & newer), 4/5/6 hp. FourStroke (1999 & newer)


Fits: 8/9.9 hp. FourStroke (2005 & newer) and 15/20 hp. FourStroke (351cc) (2008 & newer)


Fits: 2 stroke, 5 HP thru 9.8 HP/4 stroke, 4 HP thru 30 HP


An in-line fuel filter located under cowl on outboard engines","
        

                
                    Brand
                    Mercury Marine
                

                
                    Cross Reference / Specs
                    MARINE MARINE
35-16248

SIERRA
18-7712

                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Outboards  Mercury/Mariner  Fuel Filters  Mercury Marine 35-8M0157133 Filter Fuel,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/31658/16006799/MER358M0157133__63339.1743111495.jpg?c=1
https://marineengineparts.com/racor-s3228sul-fuel-filter-water-separator,Racor S3228SUL Fuel Filter Water Separator,RACS3228SUL,S3228SUL,706672015815,$34.99 - $364.69,,"Racor S3228SUL Fuel Filter Water Separator.

Racor quality in one easy spin! The S3228SUL element is designed to directly replace existing engine fuel filters.

Features:

Fits Racor Series - 320R-RAC-01, 320R-RAC-02, 490R-RAC-01


Fits Racor White Metal Bowl - RK 30473-02


Fits Racor Clear Plastic Bowl - RK 30475


Micron rating: 2 micron


Includes Upper, Lower, and thread gasket kit - 33550-1


Filters gasoline fuel


Maximum Fow Rate: 60 GPH (227 LPH)


High-capacity Aquabloc®II paper media that removes contaminates and water


UL LISTED


The lower the micron rating, the finer the filtration. Follow your engine manufacturer's recommendation for fuel filter micron rating.


S = Secondary/Final 2 micron (Brown)


T = Primary or Secondary/Final 10 micron (Blue)


P = Primary 30 micron (Red)","
        

                
                    Brand
                    Racor
                

                
                    Cross Reference / Specs
                    BALDWIN
BF46028-O
BF46029-O

EMP-ENGINEERED MARINE PRODUCTS
35-37810

HONDA
17670-ZW1-801AH

MALLORY MARINE
9-37810

MERCURY MARINE
35-886638
35-8M0103096
35-8M0146206
8M0154764

PLEASURECRAFT MARINE
R080020

RACOR
S3227
S3227TUL
S3228TUL
S3228SUL

SIERRA MARINE
18-7948

SUZUKI
99105-2004
99105-20005
Application: Inboard
 Fits Racor Series: 320R-RAC-01, 320R-RAC-01, 490R-RAC-01
 Replacement Bowl: , RK 30473-02, RK 30475
 Filters Gasoline fuel
 Maximum Flow Rate: 60 GPH (227 LPH)
 Micron Rating: 2
 Maximum Working Pressure: 7.0 PSI (0.5 bar)
 Height: 4 in. (10.2 cm)
 Diameter: 3.8 in. (9.7 cm)
 Center Threads: 1""-14
 Includes Upper &  Lower gasket - 33550-01
 Water Removal Efficiency: 99%
 Operating Temperature -40o to +255oF (-40o to 124oC)
 Max. Fuel Temp.: 190Â°F (32Â°C)
                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Stern Drive Engine  MerCruiser  Filters  Racor S3228SUL Fuel Filter Water Separator,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/24840/16010614/RACS3228SUL__37284.1743118848.jpg?c=1
https://marineengineparts.com/dometic-sa27254p-splashwell-mount-kit-90,"Dometic SA27254P Splashwell Mount Kit, 90°",TELSA27254,SA27254P,731957084576,$129.09,,"Dometic SA27254P Splashwell Mount Kit, 90°.

Take control of steering without sacrificing splash protection. This cable connection is used on boats where standard tilt tube or
transom support mounting methods are precluded by a splashwell box or lack of engine tilt tube. The mounting surface is usually near perpendicular to the transom and between 12 and 16 inches from the center line of the boat and/or tiller (25-33” total splashwell width).

Features:

Bracket Degree: 90°


Not for through-transom or thru-hull use","
        

                
                    Brand
                    Dometic Marine
                

                
                    Cross Reference / Specs
                    SEASTAR SOLUTIONS
SA27254P
USE WITH:
SA36316P - Threaded Tube/Ball Splashwell Kit
                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ","Home  Controls & Steering  Steering Accessories  Dometic SA27254P Splashwell Mount Kit, 90°",https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/26387/16016303/TELSA27254__00959.1743133457.jpg?c=1
https://marineengineparts.com/gates-7405-auto-v-belt-xl,Gates 7405 Auto V-Belt XL,GAT7405,GAT7405,72053012705,$21.09,2,"Gates 7405 Auto V-Belt XL.

The Automotive XL is a durable, heavy-duty replacement V-belt designed for the most demanding engine drives. Due to thermal forces in the vehicle engine, this variable notched belt tightens on the drive as it heats up to prevent slippage or belt loss, improve belt performance, and reduce noise.

Fiber-loaded rubber stock adds flexibility along the length of the belt and provides greater lateral stability in the pulley. Form-ground to ensure precise top width and sidewall dimensional control for proper fit to the pulley. Thermally active tensile cords for maintenance-free performance when properly installed and tensioned. XL Belts resist oil, heat, ozone, weather, and aging for improved belt life. Meets or exceeds SAE J636C specifications.

Features:

Product Number: 87017405


Cross Section: HC41


Section: HC41


Effective Length (in): 40.5


Thickness (in): 0.33


Top Width (in): 0.41


Outside Circumference (in): 41.33


Notched: true


Angle: 37","
        

                
                    Brand
                    Gates Corporation
                

                
                    Cross Reference / Specs
                    GATES
87017405

BRP-OMC
311606 

                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Belts  V-Belts  Gates 7405 Auto V-Belt XL,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/29643/16004206/GAT7405__63289.1743100655.jpg?c=1
